pi5_total_cpu_v2
                                                                                           
Linux 6.8.0-1048-raspi (pi-desktop)     05/18/2026      _aarch64_       (4 CPU)

10:51:37 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:55:38 PM     all      9.41      0.00      6.87      0.00      0.00     83.72
10:55:39 PM     all     31.57      0.00      9.09     11.36      0.00     47.98
10:55:40 PM     all      1.80      0.00      3.34      0.00      0.00     94.86
10:55:41 PM     all      5.57      0.00      4.30      0.00      0.00     90.13
10:55:42 PM     all     25.19      0.00      9.41      0.00      0.00     65.39
10:55:43 PM     all     10.46      0.00      5.61      0.00      0.00     83.93
10:55:44 PM     all     10.20      0.00      4.34      0.00      0.00     85.46
10:55:45 PM     all     10.13      0.00      6.58      1.52      0.00     81.77
10:55:46 PM     all     23.87      0.00      8.29      0.00      0.00     67.84
10:55:47 PM     all      8.33      0.00      4.04      0.25      0.00     87.37
10:55:48 PM     all      2.78      0.00      3.80      0.00      0.00     93.42
10:55:49 PM     all     30.20      0.00     10.41      0.00      0.00     59.39
10:55:50 PM     all     11.53      0.00      5.26      0.00      0.00     83.21
10:55:51 PM     all      5.30      0.00      4.80      0.00      0.00     89.90
10:55:52 PM     all     14.80      0.00      6.38      0.00      0.00     78.83
10:55:53 PM     all     20.81      0.00      7.36      0.00      0.00     71.83
10:55:54 PM     all     10.35      0.00      5.81      0.00      0.00     83.84
10:55:55 PM     all      2.28      0.00      3.81      0.00      0.00     93.91
10:55:56 PM     all     22.84      0.00      9.14      0.00      0.00     68.02
10:55:57 PM     all     18.83      0.00      5.34      0.00      0.00     75.83
10:55:58 PM     all      2.04      0.00      4.08      0.00      0.00     93.88
10:55:59 PM     all     18.78      0.00      9.14      0.00      0.00     72.08
10:56:00 PM     all     21.79      0.00      6.41      0.00      0.00     71.79
10:56:01 PM     all      5.12      0.00      4.86      0.00      0.00     90.03
10:56:02 PM     all      8.14      0.00      4.83      0.00      0.00     87.02
10:56:03 PM     all     20.85      0.00      9.05      0.00      0.00     70.10
10:56:04 PM     all     20.65      0.00      6.80      0.00      0.00     72.54
10:56:05 PM     all      4.49      0.00      4.74      0.00      0.00     90.77
